nohhold,nomem,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,con11,con12,con13,con14,con15,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30,con31,con32,con33,con34,con35,con36,con37,con38,con39,con40,con41,con42,con43,con44,con45,con46,con47,con48,con49,con50,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x
13827,1,3,2,5,5,3, , ,-7,1,2,4,2, ,3,1,1,3,1,2,4,5,5,6,1,2,6,2,6,5,2,2,6,5,5,5,2,2,5,4,5,6,6,6,1,5,1,2,-7,4,4,5,3,5,1,5,4,5,5,5,5,5,1,1,3,1,1,4,2, ,2,-9,4,40,50,25,0,80,1,2,3,1,4,1,2,9,2,8,6,4,36,25,2,8,4,2,1,1,4,4,2,4,1,4,1,2,2,5,4,4,4,2,4,1,2,3,3,4,2,2,3,2,4,4,3,4,2,3,3,2,2,4,5,5,3,4,3,4,2,4,3,4,3,4,3,2,5,5,5,5,6,2,7,3,1,4,5,7,7,7,7,6,6,4,5,5, , , , , , ,1,3,4,3,3,3
13830,1,2,2,3,3,2, , ,1,3,2,3,2, ,2,1,2, ,3,1,7,2,5,6,1,1,2,1,5,2,1,6,6,4,4,4,1,4,4,5,3,5,7,1,1,7,1,1,-7,2,2,5,1,6,4,7,6,5,5,4,5,5,2,1,5,1,1,3,1,1,2,-9,3,50,20,0,0,70,1,1,3,1,2,1,2,10,2,7,4,5,0,0,2,9,4,2,4,1,3,4,2,4,2,4,3,1,3,3,1,5,2,2,3,1,4,5,3,5,4,2,5,1,4,3,2,4,3,2,4,1,3,4,4,4,3,1,2,5,3,4,2,4,3,3,2,2,2,2,7,6,3,4,2,3,2,5,6, , , , , , , , , , , , , , , ,1,2,5,4,4,4
13838,1,-9, ,3,3,1,2, ,-7,3,2,3,2, ,-9,1,2, ,2,1,1,4,4,4,1,1,4,1,4,4,1,1,4,4,4,1,1,1,1,4,1,1, , , , , , , ,3,1,3,3,3,1,4,4,4,4,4,4,6,2,1,1,1,1,4,2, ,-9,-9,-9,50,0,0,0,20,2, , , , , ,3,9,2,-9,3,4,40,40,1,5,2,4,3,2,4,4,2,4,2,4,2,3,1,4,3,3,3,3,4,1,2,4,3,3,4,4,3,3,3,3,2,4,2,2,3,3,2,4,3,3,1,3,3,3,2,4,3,3,2,3,1,6,4,4,4,4,6,4,4,4,4,4,4, , , , , , , , , , , , , , , ,1,4,1,4,3,2
13848,1,3,2,3,4,1,1,3,2,2,2,4,1,4,-9,1,1,3,1,3,6,7,7,7,2,5,6,3,6,5,4,5,7,7,5,4,4,4,4,5,4,4,3,4,5,6,4,5,3,4,5,2,1,5,6,6,5,2,2,1,2,5,5,2,3,1,1,3,1,1,-9,-9,3,75,85,65,30,99,1,1,5, , , ,4,6,2,-9,6,4,40,36,2,1,2,4,3,2,5,5,2,3,3,3,2,4,4,4,4,3,3,2,2,1,4,4,4,2,2,4,3,3,4,5,4,4,3,3,2,4,3,3,4,4,3,4,1,3,4,5,4,2,4,3,2,2,2,5,4,5,5,5,4,3,2,3,4,2,5,5,4,6,2,5,5,2, , , , , , ,4,5,1,4,4,4
13860,1,4,3,5,4,3, , ,-7,2,2,5,2, ,3,1,1,3,1,1,1,6,6,5,2,4,7,2,6,6,4,1,7,6,6,5,4,2,4,5,4,5,6,5,2,5,2,3,-7,5,4,3,3,3,5,6,6,3,2,2,2,6,2,3,3,1,1,3,1,2,-9,-9,4,10,80,80,60,100,2, , , , , ,2,6,2,9,7,1,40,40,2,6,2,5,2,2,4,4,4,3,5,1,1,3,2,5,4,4,3,1,2,3,3,5,4,4,4,1,2,3,4,5,3,4,3,1,2,3,4,4,4,3,4,3,5,4,3,5,5,2,2,4,3,6,4,5,6,7,7,2,4,2,2,2,2,5,5,7,7,7,7,4,5,6, , , , , , ,1,4,5,3,2,1
13863,2,5,2,5,5,3, , ,-7,1,2,5,2, ,3,1,1,5,1,3,5,5,7,6,6,4,7,5,7,6,4,6,7,5,5,5,6,3,4,4,5,7,2,1,3,4,6,6,4,3,2,4,5,4,7,5,5,4,2,5,3,7,1,3,5,1,1,3,1,1,-9,1,4,90,99,80,15,100,1,3,3,3,3,3,3,7,4,10,7,4,36,32,4,8,3,2,2,2,5,5,2,4,2,4,1,3,3,5,2,4,4,1,2,1,4,3,5,4,2,1,2,2,3,4,4,5,3,3,2,2,3,4,5,5,3,4,2,2,3,4,4,3,4,3,6,5,6,6,6,5,5,2,6,2,1,2,1,3,3,4,6,6,6,5,5,1, , , , , , ,1,2,3,1,1,1
13867,1,4,2,3,4,2, , ,2,2,2,3,1,4,4,1,1,2,1,1,5,5,5,2,2,4,5,1,6,4,6,4,6,6,4,4,3,3,4,4,4,5,6,4,1,5,1,1,3,3,2,4,2,5,2,4,2,4,4,2,4,4,4,3,5,2,1,3,2, ,-9,-9,3,25,90,50,0,95,1,1,3,3,3,1,2,8,4,-9,5,4,36,24,1,6,3,1,2,1,3,4,1,3,1,4,2,1,2,4,2,5,3,5,4,1,3,3,3,4,4,2,3,2,2,4,1,4,2,3,3,1,1,4,2,3,1,4,4,4,1,3,2,3,1,3,4,3,3,3,4,5,3,2,6,3,1,1,2,5,4,5,5,5,4,3,5,4, , , , , , ,1,1,3,3,3,1
13868,1,4,2,3,3,2, , ,2,2,2,3,2, ,4,4,1,2,2,1,1,4,4,4,1,1,5,1,5,4,1,1,5,5,5,4,2,5,2,5,4,4,7,5,4,6,1,1,2,5,4,4,5,4,3,4,3,4,4,5,3,3,4,1,4,1,1,3,2, ,2,-9,4,10,0,0,0,0,2, , ,2,3,1,2,10,2,9,6,4,40,30,2,1,4,3,3,2,4,4,2,4,2,4,1,2,4,5,1,4,2,2,5,1,4,4,4,4,2,3,2,3,3,3,3,4,3,2,3,2,4,4,4,4,3,4,3,4,2,4,4,4,3,3,2,2,4,3,5,4,4,4,6,4,6,7,6,7,7,7,7,7,1,1,7,5, , , , , , ,3,5,1,4,3,2
13868,2,3,2,3,3,2, , ,2,3,2,3,2, ,2,3,1,2,2,1,1,5,6,5,1,1,4,1,5,4,1,1,5,4,4,3,1,5,2,4,2,4,6,6,1,5,1,1,2,4,2,4,4,5,3,5,4,4,4,4,4,3,4,2,4,1,1,3,1,1,2,-9,3,0,0,0,0,0,2, , ,1,3,1,1,9,2,9,6,4,36,25,3,2,2,4,2,3,3,3,4,4,2,3,1,3,2,4,3,4,3,1,3,2,2,4,4,3,4,2,2,3,2,4,2,4,2,3,2,3,2,4,4,3,2,4,2,3,2,4,4,3,2,3,1,1,1,1,5,5,5,6,1,6,4,6,6,6,6,6,4,5,1,4,6,5, , , , , , ,4,5,2,4,3,3
13881,1,4,2,4,4,2, , ,-7,2,2,3,2, ,3,-9,1,2,1,2,3,3,4,4,1,1,3,3,3,3,1,2,4,4,3,4,3,3,3,2,3,2,4,3,1,5,3,2,-7,2,1,2,5,2,3,3,3,4,3,4,3,5,2,2,3,1,1,2,2, ,2,2,-9,30,0,50,0,75,1,1,3,2,3,1,2,8,3,7,4,4,40,30,2,1,2,3,3,3,4,3,3,4,3,3,2,1,1,4,3,4,4,3,4,1,2,3,2,4,3,3,2,2,3,2,2,4,2,3,3,2,1,4,4,4,1,2,3,3,4,3,3,4,2,2,4,2,4,4,6,3,4,2,6,5,4,3,4, , , , , , , , , , , , , , , ,4,5,1,4,4,4
13882,1,1,2,2,2,1,2, ,2,2,2,2,2, ,3,3,1,2,2,1,1,7,7,7,1,7,7,1,7,7,1,1,7,7,7,2,2,7,1,7,1,3,7,5,1,7,1,1,2,6,6,1,6,7,6,6,6,1,1,1,2,6,4,4,4,2,1,4,1,2,-9,-9,4,50,50,0,0,80,2, , , , , ,3,9,4,7,4,4,40,30,2,6,3,4,4,1,5,5,4,4,3,3,1,5,4,5,3,5,4,3,5,1,4,4,3,4,3,3,4,2,4,3,3,4,3,2,3,2,2,4,3,4,4,4,4,4,2,4,3,4,3,2,3,5,5,1,4,5,5,3,3,3,4,3,3, , , , , , , , , , , , , , , ,3,5,1,4,4,2
13883,2,3,2,3,2,2, , ,-7,3,2,2,2, ,3,3,2, ,4,1,5,3,1,7,1,1,4,1,4,5,1,2,5,2,3,2,4,4,1,4,4,1,1,7,1,1,1,1,-7,1,1,6,5,5,1,1,1,6,7,7,6,7,3,1,3,2,1,4,2, ,2,-9,-9,50,0,0,0,0,1,1,3,2,3,1,3,8,4,-9,3,4,40,20,2,6,4,1,1,1,4,5,1,4,1,4,4,1,1,5,1,5,4,3,5,1,2,3,2,5,4,3,4,1,3,3,1,5,1,3,5,1,1,4,3,4,1,1,3,4,1,4,1,2,1,3,1,4,1,1,7,7,6,4,4,7,7,4,6, , , , , , , , , , , , , , , ,1,4,2,3,3,2
13883,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,4,4,5,4,4,3,5,2,2,-7,4,6,4,6,2,3,5,4,3,3,3,4,4,2,2,4,1,1,2,1,1,-9,-9,-9,50,50,50,30,80,2, , ,2, , ,2,2,4,-9,4,4,12,12,1,1,2,4,1,3,5,4,5,2,3,3,1,2,1,3,2,5,3,2,5,1,5,5,5,5,4,2,2,1,3,3,2,4,2,1,3,1,2,4,5,5,2,3,2,3,2,3,5,3,2,3,5,4,5,3,5,4,4,3,3,3,4,3,2, , , , , , , , , ,1,3,3,3,2,3, , , , , , 
13888,1,4,2,4,4,3, , ,-7,3,2,3,1,4,4,2,1,2,3,1,3,3,2,4,3,5,2,4,2,5,5,4,2,2,4,3,3,5,4,4,3,4,2,4,3,3,4,4,2,3,4,5,3,5,5,3,3,5,3,4,4,5,2,1,3,1,1,3,1,2,-9,-9,3,30,60,15,2,70,1,1,3,2,3,2,3,7,3,9,7,4,36,32,2,6,4,3,3,2,4,3,4,3,2,3,2,3,2,4,2,3,4,2,4,2,4,4,3,3,4,2,4,3,3,3,3,4,2,2,4,2,3,4,3,3,2,3,3,3,4,4,3,4,2,3,5,4,5,5,6,4,5,2,3,4,4,2,3,5,5,5,5,5,2,4,5,5, , , , , , ,2,3,2,3,2,2
13983,1,4,2,4,4,3, , ,2,1,2,4,1,4,-9,1,1,2,1,1,1,6,7,7,2,2,5,1,7,3,2,1,7,6,6,5,4,2,5,4,4,7,5,6,2,7,4,5,3,2,1,5,5,6,2,5,2,6,6,6,6,5,2,3,4,1,1,4,1,1,-9,-9,4,40,60,5,1,99,2, , ,1,3,2,2,6,4,8,3,4,38,20,2,8,2,4,1,3,4,5,4,3,4,3,4,1,3,4,3,4,5,2,4,1,2,5,3,4,4,1,3,2,5,4,3,5,3,2,4,2,3,4,3,3,2,1,4,3,2,4,5,3,1,3,5,5,6,6,7,6,6,1,3,1,3,1,1,5,5,5,5,5,1,4,5,3, , , , , , ,1,5,2,3,3,2
14023,1,4,2,3,3,2, , ,-7,3,2,3,2, ,3,2,1,3,2,4,4,4,4,5,4,4,4,2,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,3,4,4,4,-7,4,4,4,5,4,4,3,4,3,5,4,4,4,3,3,3,2,1,4,1,1,-9,-9,3,34,0,0,0,23,2, , , , , ,2,7,2,-9,6,4,40,40,1,1,2,3,3,3,4,3,3,3,4,3,2,3,3,3,3,4,3,3,3,2,2,3,3,3,4,3,3,2,3,3,2,2,3,3,3,3,4,3,3,3,2,2,2,3,3,3,2,3,3,3,4,4,5,5,4,4,4,3,4,4,5,4,4,3,4,4,4,5,5,4,4,4, , , , , , ,2,3,2,2,2,3
14081,1,2,1,2,3,2, , ,2,3,2,3,2, ,3,2,2, ,-9,1,1,6,4,6,3,5,6,1,6,6,3,1,7,4,5,3,3,4,3,3,3,4,3,1,1,4,5,4,4,3,4,2,2,3,3,3,3,4,4,5,3,5,5,1,3,2,1,3,1,1,-9,-9,4,50,10,0,0,80,2, , ,1,4,2,2,8,2,7,6,2,40,40,2,3,4,3,3,2,3,3,2,3,2,4,2,3,2,3,2,3,4,2,3,1,2,3,2,4,4,4,3,2,3,3,2,4,2,2,3,2,1,3,4,3,2,1,3,2,2,3,2,2,1,3,6,6,6,4,5,5,5,3,3,3,4,3,2,6,4,5,5,5,6,3,4,3, , , , , , ,4,2,2,3,2,1
14081,2,3,2,3,3,2, , ,2,3,2,3,2, ,3,2,2, ,3,1,1,6,5,6,4,6,6,1,6,6,3,1,6,5,6,4,3,5,3,5,3,5,4,6,1,6,3,4,2,3,2,5,4,5,3,5,5,3,3,2,3,3,4,1,2,2,1,3,1,2,-9,-9,3,40,50,0,0,90,2, , ,2,2,2,2,9,2,9,6,2,40,40,1,1,5,1,4,2,5,5,1,4,1,5,4,1,3,4,2,4,4,2,5,1,4,3,2,4,4,2,3,1,2,3,1,4,2,2,4,1,1,4,3,4,2,2,4,4,2,4,2,4,1,3,5,6,6,6,6,6,5,2,4,3,2,5,2,7,6,6,6,6,4,3,6,6, , , , , , ,1,1,4,2,2,3
14097,1,4,2,4,4,3, , ,2,2,2,4,2, ,3,2,1,2,2,5,5,3,4,5,3,4,4,5,5,3,3,5,5,5,4,5,5,3,4,4,4,4,4,3,4,4,4,5,3,5,5,3,4,5,4,5,4,3,4,3,3,5,2,3,4,1,1,4,2, ,2,-9,2,10,95,90,15,99,1,2,2,1,4,1,2,11,2,10,6,4,15,10,3,3,2,3,2,2,4,4,3,4,2,3,3,2,4,4,2,4,4,3,4,2,4,3,3,4,4,3,4,2,3,3,2,4,2,2,4,2,2,4,3,4,2,2,3,3,2,4,3,4,2,3,5,4,3,4,5,5,5,3,3,4,3,3,4, , , , , , , , , , , , , , , ,3,3,2,4,3,2
14184,1,3,2,4,5,3, , ,-7,2,2,3,2, ,3,-9,1,3,2,4,4,5,5,4,4,4,5,4,5,5,4,4,5,4,4,4,4,3,4,4,4,5,4,4,4,4,4,5,3,4,4,4,4,4,4,5,4,4,3,3,4,6,2,1,1,1,1,1,1,3,-9,-9,3,20,99,20,0,80,2, , , , , ,2,7,3,7,6,4,40,32,2,9,1,4,4,3,5,5,2,3,3,4,3,3,3,2,4,3,4,3,3,2,4,4,4,3,4,3,2,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,2,2,2,4,4,3,3,3,4,4,5,5,5,5,5,3,3,3,3,5,4,3,4,5,5,5,3,3,4,4, , , , , , ,3,3,3,3,2,2
14188,1,1,2,2,3,2, , ,-7,3,2,3,2, ,3,3,2, ,4,3,7,2,1,2,1,1,1,1,2,1,5,4,2,2,1,4,1,7,1,6,1,3,1,1,1,1,1,1,-7,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,3,1,1,2,2, ,-9,-9,4,50,3,1,0,2,1,1,5,2, , ,2,6,4,3,3,4,24,24,2,1,3,3,4,2,3,4,3,3,3,3,3,1,3,3,4,5,3,2,4,3,3,4,3,4,4,1,3,1,3,4,3,5,3,3,3,1,2,4,3,4,3,4,3,4,3,3,3,4,2,3,1,4,4,4,4,4,6,1,7,4,4,4,4,4,4,4,7,5,1,4,4,1, , , , , , ,4,5,1,4,3,2
14199,1,4,2,4,2,1,2, ,2,2,2,2,2, ,2,1,2, ,4,1,2,1,1,1,1,4,4,1,4,4,1,1,4,1,1,4,4,4,4,4,4,4,3,1,1,3,1,5,4,1,4,4,1,1,1,4,4,4,4,4,4,6,4,3,4,1,1,4,1,2,2,-9,3,30,100,80,0,100,1,1,5,1,5,1,2,12,2,-9,6,5,0,0,3,2,3,2,1,1,1,1,3,2,1,3,1,4,1,4,1,4,4,1,3,4,2,4,2,2,4,1,2,4,2,3,3,4,1,3,3,4,2,4,4,3,1,4,4,4,1,3,4,3,2,3,5,4,4,4,5,4,5,4,2,4,5,4,2, , , , , , , , , , , , , , , ,4,5,1,4,4,4
14201,1,3,2,3,4,2, , ,-7,2,2,3,2, ,4,1,1,2,1,5,5,5,5,4,3,3,5,5,5,5,1,4,5,4,4,4,3,3,3,6,3,6,6,5,1,6,1,3,-7,3,3,5,4,3,4,6,4,2,2,4,4,6,5,1,1,1,1,3,1,2,-9,-9,4,50,50,50,50,50,1,3,2,1,3,2,2,6,4,9,7,4,40,32,1,6,3,4,3,2,3,4,4,3,2,3,1,3,2,4,3,3,3,3,3,1,3,3,4,4,3,4,2,3,4,3,3,4,3,3,1,3,3,4,4,3,3,4,2,3,3,3,5,3,1,2,5,5,5,4,5,5,5,3,6,3,2,2,2,6,6,6,6,6,1,4,6,3, , , , , , ,1,3,4,2,1,1
14201,2,3,2,3,4,2, , ,2,2,2,4,2, ,3,2,1,1,2,6,6,5,5,3,4,3,4,5,6,6,2,5,6,5,4,4,4,4,4,6,4,5,6,5,3,5,4,4,2,6,4,3,4,5,4,6,5,2,2,3,3,5,3,3,3,2,1,3,1,2,-9,-9,4,80,90,90,90,70,1,3,2,2,3,2,2,6,4,9,7,4,32,32,2,8,3,4,2,3,3,4,3,3,2,3,2,2,2,4,3,4,4,2,4,1,2,3,3,4,2,2,3,2,3,4,2,4,2,3,3,2,3,4,3,3,2,4,3,4,2,3,3,4,2,3,5,5,5,3,4,4,4,3,4,3,4,4,3,6,6,5,6,6,3,3,5,5, , , , , , ,1,2,4,2,2,2
14204,1,3,2,4,4,2, , ,2,4,2,3,2, ,2,1,1,3,1,2,3,7,7,3,1,1,3,2,7,7,1,1,6,6,5,5,3,5,3,6,3,5,3,6,2,4,2,2,-7,6,6,3,3,5,4,2,3,4,2,4,4,4,3,1,4,2,1,3,1,1,1,2,3,40,2,0,0,90,1,1,4,1,3,1,2,9,3,10,4,4,38,18,1,6,3,2,4,2,4,5,2,5,1,4,3,2,4,5,3,4,2,4,4,2,4,5,3,4,4,2,2,3,5,5,2,4,2,2,2,1,3,3,4,4,2,4,4,4,3,4,4,3,2,5,3,3,5,3,5,5,3,3,6,5,3,6,6, , , , , , , , , , , , , , , ,3,2,2,4,1,2
14221,1,3,2,4,4,3, , ,2,1,2,4,2, ,3,1,1,6,1,1,1,7,7,5,7,7,7,1,7,7,1,1,7,7,7,4,4,4,4,5,4,7,5,3,1,5,1,2,3,5,5,3,3,6,4,7,6,1,2,2,2,7,2,4,4,1,1,4,1,2,2,-9,4,10,50,40,10,99,2, , , , , ,3,9,4,-9,3,4,38,20,2,2,1,2,5,2,4,4,2,3,2,4,1,2,2,4,5,3,4,3,3,2,2,3,5,4,5,3,2,4,3,3,5,4,1,2,1,2,1,3,4,3,1,3,4,4,3,3,5,4,1,2,4,3,3,4,6,6,6,1,3,3,2,1,1,5,5,5,5,5,1,6,7,2, , , , , , ,1,5,5,2,2,1
14226,1,3,2,4,3,2, , ,-7,3,2,4,2, ,3,1,1,1,1,1,1,7,5,5,5,4,7,1,5,7,4,1,5,5,4,6,2,2,3,4,3,5,5,3,5,4,3,5,1,3,3,5,3,5,3,5,3,4,4,4,4,3,4,2,2,1,1,4,1,1,-9,1,4,10,50,50,50,50,2, , ,1,3,3,2,6,3,8,7,4,36,30,1,1,2,4,2,3,4,4,3,3,2,3,3,2,4,4,2,4,2,2,3,2,4,4,2,4,4,2,4,2,3,4,2,4,3,2,4,2,4,4,2,4,4,3,4,4,4,4,2,4,2,4,6,6,6,5,6,6,6,3,5,3,3,3,3,4,2,6,5,4,5,2,2,2, , , , , , ,1,3,4,1,1,2
14229,1,2,1,2,4,2, , ,-7,2,2,3,2, ,4,2,2, ,3,1,1,5,5,5,1,1,4,1,5,5,1,1,6,3,4,4,4,4,4,4,4,4,6,6,1,6,1,1,-7,4,4,2,2,4,3,6,6,2,2,2,2,5,4,2,4,1,1,3,1,1,-9,2,-9,40,90,90,0,99,2, , ,1,3,1,2,10,2,-9,4,5,36,20,2,6,4,2,4,2,3,4,2,3,2,4,3,2,3,3,2,4,3,3,3,2,4,4,2,4,3,4,4,2,3,3,3,3,4,4,4,2,3,3,3,3,4,2,3,4,3,3,2,3,3,3,4,3,6,4,4,5,4,4,3,4,2,3,2, , , , , , , , , , , , , , , ,4,5,1,4,4,4
14229,2,2,1,3,3,2, , ,-7,2,2,3,2, ,4,2,2, ,3,1,1,6,6,6,1,1,4,1,5,5,1,1,6,6,3,4,4,4,4,4,4,4,6,6,1,6,4,2,-7,5,4,3,3,4,4,5,5,3,3,3,3,5,4,2,4,1,1,3,1,1,2,2,-9,40,25,10,0,60,2, , ,1,3,1,3,10,3,7,3,4,36,20,2,6,3,3,3,2,3,3,2,3,2,3,2,2,2,4,3,4,4,3,4,1,3,3,4,4,3,2,3,2,2,3,3,4,2,3,3,2,2,4,4,4,2,3,2,3,2,4,3,4,2,3,5,4,5,4,4,4,3,4,4,4,4,3,2, , , , , , , , , , , , , , , ,4,5,1,1,2,3
14236,1,3,2,3,4,2, , ,-7,2,2,3,2, ,3,2,1,2,2,1,1,1,5,5,1,1,3,1,5,1,1,1,5,1,1,1,1,1,2,2,1,6,1,7,1,1,1,1,-7,1,1,2,3,4,1,6,3,1,1,3,5,4,1,1,3,1,1,3,1,1,-9,-9,3,50,0,0,0,10,2, , , , , ,2,11,2,7,4,5,0,0,1,2,4,1,3,1,4,4,1,3,1,5,3,1,1,4,2,4,4,2,4,1,2,3,3,4,4,3,3,1,2,3,3,4,3,1,3,1,1,3,2,4,1,1,3,4,1,3,2,4,1,3,1,2,1,1,7,4,5,3,6,4,2,2,1, , , , , , , , , , , , , , , ,3,5,1,2,3,3
14237,1,5,2,3,4,1,2, ,2,2,2,2,1,3,2,1,1,2,1,4,5,7,7,7,4,7,7,4,6,3,1,4,7,4,6,5,5,4,6,5,6,5,7,4,1,5,5,4,3,7,6,1,5,5,2,6,4,2,2,2,2,6,2,3,4,2,1,4,1,1,-9,-9,2,10,0,100,0,100,1,3,2,1,5,1,2,10,4,9,5,4,40,30,2,3,4,2,4,1,4,4,2,5,1,5,2,3,4,5,1,3,3,1,4,1,4,5,2,3,4,1,3,1,1,4,1,4,3,2,3,2,1,5,3,3,1,4,4,2,3,4,2,4,2,3,7,6,6,6,6,6,5,1,4,6,2,1,2, , , , , , , , , , , , , , , ,1,2,1,4,4,4
14240,1,3,2,3,3,2, , ,2,3,2,3,2, ,4,2,1,1,1,3,7,5,4,4,3,2,5,4,5,2,1,6,6,5,4,4,4,4,5,4,4,2,6,6,2,6,4,3,-7,3,2,5,2,4,2,6,4,3,5,4,4,3,5,1,5,3,1,3,2, ,2,-9,3,50,10,2,1,90,1,1,3,1,3,2,2,6,5,9,5,4,36,20,2,6,4,1,3,2,4,4,2,3,1,5,2,4,3,2,4,3,5,4,3,1,3,2,4,3,4,4,4,3,3,3,4,4,2,3,2,3,3,2,5,3,2,3,2,2,3,3,3,3,2,2,4,4,4,4,5,4,4,3,5,4,4,4,3,5,4,4,4,4,5,5,4,2, , , , , , ,1,3,3,2,2,2
14242,1,3,2,4,4,3, , ,-7,1,2,4,2, ,3,3,2, ,3,6,6,1,1,6,1,1,6,6,6,1,1,5,6,1,1,6,6,2,6,3,6,6,6,6,1,6,1,1,3,6,5,2,2,5,3,5,5,2,2,5,5,6,1,3,5,1,1,1,2, ,-9,-9,4,0,0,0,0,100,1,2,2, , , ,2,13,1,6,3,4,0,0,3,8,1,4,4,1,4,4,1,4,1,5,1,3,4,5,4,3,4,3,3,1,4,4,3,3,1,2,4,3,3,4,3,4,4,1,2,3,1,4,4,3,2,4,3,4,2,4,3,4,1,3,5,3,3,3,5,5,4,2,6,2,2,2,2, , , , , , , , , , , , , , , , , , , , , 
14247,1,3,2,3,3,2, , ,2,3,2,3,2, ,2,4,2, ,3,1,5,5,5,5,1,1,6,1,5,2,1,1,5,2,2,2,1,6,4,4,2,7,6,5,1,1,1,1,-7,1,1,5,4,4,3,2,3,6,5,5,6,6,2,2,2,1,1,2,1,3,1,-9,3,10,100,100,10,100,1,1,3,2,4,-9,2,8,4,-9,6,4,40,0,2,8,2,4,3,2,4,4,4,3,2,4,3,3,2,4,1,4,4,3,4,3,4,4,2,3,4,4,4,3,4,4,1,4,3,1,4,2,2,4,2,3,1,1,4,3,3,4,4,4,2,3,7,5,6,1,5,6,3,5,7,6,6,5,2,7,7,7,7,7,1,5,7,7, , , , , , ,2,4,4,3,4,4
14248,1,1,2,3,3,2, , ,-7,2,2,3,2, ,2,2,1,1,1,1,1,6,7,7,1,2,4,1,7,6,1,1,5,6,5,3,1,1,2,1,1,1,1,1,1,1,1,1,-7,2,1,4,6,6,4,4,4,1,1,3,4,4,5,2,3,1,1,2,2, ,1,1,4,80,0,0,0,100,2, , , , , ,3,8,2,6,3,4,38,35,1,8,2,3,3,2,4,3,4,2,4,3,1,1,3,3,4,4,3,3,3,2,5,5,4,4,4,3,3,2,4,4,4,4,3,1,3,1,1,3,5,4,2,2,1,4,2,2,2,3,1,3,6,4,4,2,4,4,4,2,6,4,4,4,2,6,4,4,7,4,4,4,4,2, , , , , , ,4,5,1,2,3,1
14254,1,-9, ,3,2,1,1,1,-7,1,2,2,2, ,2,1,1,-9,1,6,7,5,4,6,2,4,4,6,7,5,1,5,6,3,3,7,7,1,4,6,4,3, , , , , , , ,4,3,6,4,5,3,4,5,3,4,6,6,5,6,1,1,3,1,4,2, ,-9,4,4,80,95,95,0,100,1,-9,2,1,5,1,2,11,2,-9,3,4,40,15,2,9,1,5,1,4,2,5,4,3,5,2,1,3,3,4,2,4,5,2,3,3,4,5,5,4,2,3,2,3,4,4,2,5,4,2,3,2,5,5,5,4,4,3,2,4,4,4,5,3,3,4,5,4,4,3,6,6,7,1,1,5,4,4,2,1,1,4,5,5,1,5,1,1, , , , , , ,4,5,1,4,3,2
14262,1,4,2,4,5,2, , ,-7,1,2,5,2, ,3,1,1,5,1,5,5,7,5,3,4,2,7,6,6,6,1,6,6,4,5,6,6,2,5,6,7,7,7,4,5,5,2,1,3,5,5,3,2,2,2,6,3,5,5,4,2,6,2,4,3,1,1,2,2, ,2,-9,4,100,100,100,10,100,1,3,1,1,3,1,2,6,4,9,5,4,40,20,2,6,2,4,3,4,4,5,4,3,3,4,4,1,4,4,1,5,5,1,5,1,2,5,1,5,4,3,4,1,4,3,2,4,4,1,5,1,2,4,3,4,2,3,4,4,2,4,2,4,1,3,5,4,5,3,5,6,5,5,5,5,2,5,5,7,7,7,7,7,1,4,7,1, , , , , , ,1,4,4,1,3,3
