nohhold,nomem,gebjaar,geslacht,positie,oplzon,oplmet,belbezig,aantalhh,aantalki,sted,regio,prov,woonvorm,account,kostwin,partner,woning
20251,5,1990,1,5,4,2,6,5,3,5,2,29,3,0,0,1,1
20319,1,1978,2,1,6,6,1,1,0,2,1,28,1,1,1,0,2
20330,1,1975,2,1,6,6,1,1,0,2,2,26,1,1,1,0,1
20575,1,1953,1,1,3,3,1,5,3,5,4,25,3,0,1,1,1
20575,2,1961,2,2,3,3,1,5,3,5,4,25,3,1,0,1,1
20575,3,1982,1,5,7,7,6,5,3,5,4,25,3,0,0,1,1
20575,4,1986,2,5,4,4,1,5,3,5,4,25,3,0,0,1,1
20575,5,1990,2,5,3,3,6,5,3,5,4,25,3,0,0,1,1
20707,1,1977,2,2,6,6,1,4,2,5,2,29,3,1,0,1,1
20707,2,1974,1,1,5,5,1,4,2,5,2,29,3,0,1,1,1
20707,3,2003,1,5,8,8,13,4,2,5,2,29,3,0,0,1,1
20707,4,2005,1,5,8,8,13,4,2,5,2,29,3,0,0,1,1
20957,1,1973,1,1,5,5,1,2,0,3,4,25,2,1,1,1,1
20957,2,1972,2,3,5,5,1,2,0,3,4,25,2,0,0,1,1
20990,1,1925,1,1,7,7,8,1,0,1,2,27,1,1,1,0,1
21047,1,1975,2,2,3,3,1,5,3,2,1,28,3,1,0,1,1
21047,2,1975,1,1,3,2,1,5,3,2,1,28,3,0,1,1,1
21047,3,2000,1,5,2,8,6,5,3,2,1,28,3,0,0,1,1
21047,4,2003,1,5,8,8,13,5,3,2,1,28,3,0,0,1,1
21047,5,2005,1,5,8,8,13,5,3,2,1,28,3,0,0,1,1
21127,1,1969,1,1,7,7,1,1,0,2,4,25,1,1,1,0,2
21140,1,1967,1,1,7,6,1,4,2,3,5,30,3,0,1,1,1
21140,2,1970,2,2,3,3,7,4,2,3,5,30,3,1,0,1,1
21140,3,1991,2,5,3,2,6,4,2,3,5,30,3,0,0,1,1
21140,4,1995,2,5,2,8,6,4,2,3,5,30,3,0,0,1,1
21142,1,1978,1,5,7,4,6,3,2,4,4,25,4,0,0,0,1
21142,2,1955,2,1,3,3,3,3,2,4,4,25,4,1,1,0,1
21142,3,1981,1,5,5,3,1,3,2,4,4,25,4,0,0,0,1
21166,1,1976,2,6,5,3,1,2,0,3,4,23,5,0,0,0,1
21166,2,1973,2,1,5,3,1,2,0,3,4,23,5,1,1,0,1
21346,1,1976,2,1,5,5,1,1,0,3,3,21,1,1,1,0,1
21424,1,1944,1,1,5,5,8,2,0,4,3,22,2,0,1,1,1
21424,2,1946,2,2,3,3,11,2,0,4,3,22,2,1,0,1,1
21428,1,1975,2,1,7,4,1,1,0,1,1,28,1,1,1,0,1
21555,1,1964,1,1,6,6,3,5,3,3,4,25,3,1,1,1,1
21555,2,1966,2,2,6,6,1,5,3,3,4,25,3,0,0,1,1
21555,3,1994,2,5,4,2,6,5,3,3,4,25,3,0,0,1,1
21555,4,1998,1,5,2,8,6,5,3,3,4,25,3,0,0,1,1
21555,5,2002,2,5,8,8,6,5,3,3,4,25,3,0,0,1,1
21594,1,1979,1,1,5,5,1,2,0,4,2,28,2,1,1,1,1
21594,2,1980,2,2,6,6,1,2,0,4,2,28,2,0,0,1,1
21665,1,1950,1,2,5,5,1,2,0,3,3,21,2,0,0,1,1
21665,2,1952,2,1,6,6,1,2,0,3,3,21,2,1,1,1,1
21735,1,1957,2,2,6,6,1,2,0,5,4,23,2,1,0,1,1
21735,2,1957,1,1,3,3,1,2,0,5,4,23,2,0,1,1,1
21764,1,1961,1,1,6,6,1,5,3,4,5,30,3,0,1,1,1
21764,2,1964,2,2,5,5,1,5,3,4,5,30,3,1,0,1,1
21764,3,1995,2,5,2,8,13,5,3,4,5,30,3,0,0,1,1
21764,4,1996,2,5,2,8,13,5,3,4,5,30,3,0,0,1,1
21764,5,1996,1,5,2,8,13,5,3,4,5,30,3,0,0,1,1
21804,1,1950,1,1,5,5,11,1,0,2,4,25,1,1,1,0,1
21881,1,1949,1,1,3,2,8,2,0,4,5,30,2,1,1,1,1
21881,2,1952,2,2,3,3,4,2,0,4,5,30,2,0,0,1,1
21903,1,1957,1,1,4,4,3,4,2,5,3,22,3,1,1,1,1
21903,2,1957,2,3,3,3,3,4,2,5,3,22,3,0,0,1,1
21903,3,1984,2,5,3,3,6,4,2,5,3,22,3,0,0,1,1
21903,4,1987,2,5,3,2,6,4,2,5,3,22,3,0,0,1,1
21997,1,1946,1,1,5,3,1,2,0,5,2,28,2,1,1,1,1
21997,2,1948,2,2,3,3,7,2,0,5,2,28,2,0,0,1,1
22342,1,1977,2,1,6,6,1,3,1,3,2,27,3,1,1,1,1
22342,2,1972,1,2,3,3,1,3,1,3,2,27,3,0,0,1,1
22342,3,2006,1,5,8,8,13,3,1,3,2,27,3,0,0,1,1
22433,1,1965,1,1,7,6,3,4,2,4,4,25,3,1,1,1,1
22433,2,1969,2,2,6,6,1,4,2,4,4,25,3,0,0,1,1
22433,3,2003,2,5,8,8,13,4,2,4,4,25,3,0,0,1,1
22433,4,2006,2,5,8,8,13,4,2,4,4,25,3,0,0,1,1
22468,1,1946,2,2,5,5,9,2,0,2,4,25,2,1,0,1,2
22468,2,1944,1,1,5,5,1,2,0,2,4,25,2,0,1,1,2
22498,1,1970,1,1,5,5,2,4,2,3,5,30,3,0,1,1,1
22498,2,1972,2,2,5,5,7,4,2,3,5,30,3,1,0,1,1
22498,3,1999,1,5,2,8,6,4,2,3,5,30,3,0,0,1,1
22498,4,2000,2,5,2,8,6,4,2,3,5,30,3,0,0,1,1
22551,1,1969,1,1,6,6,1,1,0, , , ,1,1,1,0,2
22746,1,1975,2,2,5,5,1,4,2,5,4,25,3,0,0,1,1
22746,2,1972,1,1,5,5,1,4,2,5,4,25,3,1,1,1,1
22746,3,2005,2,5,8,8,13,4,2,5,4,25,3,0,0,1,1
22746,4,2005,2,5,8,8,13,4,2,5,4,25,3,0,0,1,1
22768,1,1971,1,1,5,5,3,3,1,5,2,28,3,1,1,1,2
22768,2,1980,2,2,5,5,1,3,1,5,2,28,3,0,0,1,2
22768,3,2004,1,5,8,8,13,3,1,5,2,28,3,0,0,1,2
23197,1,1961,1,1,1,1,1,4,2,5,5,31,3,0,1,1,1
23197,2,1966,2,2,1,1,7,4,2,5,5,31,3,1,0,1,1
23197,3,1994,1,5,2,8,13,4,2,5,5,31,3,0,0,1,1
23197,4,2000,1,5,9,8,13,4,2,5,5,31,3,0,0,1,1
23260,1,1976,2,1,7,6,1,1,0,1,1,28,1,1,1,0,1
23677,1,1938,1,1,6,6,8,2,0,3,2,26,2,1,1,1,1
23677,2,1942,2,2,3,2,8,2,0,3,2,26,2,0,0,1,1
23703,1,1977,2,3,6,5,1,2,0,2,3,21,2,1,0,1,1
23703,2,1976,1,1,3,1,1,2,0,2,3,21,2,0,1,1,1
23741,1,1979,1,1,6,5,1,4,2,3,2,27,3,1,1,1,1
23741,2,1981,2,2,5,3,7,4,2,3,2,27,3,0,0,1,1
23741,3,2003,1,5,8,8,13,4,2,3,2,27,3,0,0,1,1
23741,4,2004,1,5,8,8,13,4,2,3,2,27,3,0,0,1,1
23847,1,1975,1,1,6,6,1,2,0,2,1,28,2,0,1,1,1
23847,2,1977,2,3,6,6,1,2,0,2,1,28,2,1,0,1,1
24074,1,1975,2,1,5,5,1,1,0,4,4,25,1,1,1,0,2
24257,1,1976,1,1,3,3,1,1,0,4,3,22,1,1,1,0,1
24370,1,1943,2,1,2,2,11,1,0,3,3,21,1,1,1,0,2
24385,1,1975,2,1,6,6,1,1,0,2,4,23,1,1,1,0,2
24446,1,1940,1,1,7,7,8,1,0,1,1,28,1,1,1,0,1
24510,1,1959,2,1,6,6,1,2,0,2,4,23,2,1,1,1,1
24510,2,1960,1,3,6,6,1,2,0,2,4,23,2,0,0,1,1
24614,1,1973,1,1,5,5,1,4,2,4,5,30,3,0,1,1,2
24614,2,1976,2,3,5,5,1,4,2,4,5,30,3,1,0,1,2
24614,3,2002,2,5,2,8,6,4,2,4,5,30,3,0,0,1,2
24614,4,2005,1,5,8,8,13,4,2,4,5,30,3,0,0,1,2
24674,1,1956,2,2,3,3,7,4,2,4,2,27,3,0,0,1,1
24674,2,1956,1,1,3,3,1,4,2,4,2,27,3,1,1,1,1
24674,3,1984,2,5,7,4,6,4,2,4,2,27,3,0,0,1,1
24674,4,1988,1,5,3,3,6,4,2,4,2,27,3,0,0,1,1
24863,1,1975,1,1,5,5,1,3,1,4,5,30,3,0,1,1,1
24863,2,1977,2,2,5,5,1,3,1,4,5,30,3,1,0,1,1
24863,3,2006,1,5,8,8,13,3,1,4,5,30,3,0,0,1,1
24916,1,1959,1,1,3,3,1,4,2,3,2,27,3,0,1,1,1
24916,2,1961,2,2,6,6,1,4,2,3,2,27,3,1,0,1,1
24916,3,1990,2,5,5,3,6,4,2,3,2,27,3,0,0,1,1
24916,4,1995,1,5,2,8,6,4,2,3,2,27,3,0,0,1,1
24982,1,1975,1,1,5,5,1,1,0,3,2,26,1,1,1,0,2
25136,1,1959,1,1,3,3,1,4,2,5,3,20,3,0,1,1,1
25136,2,1964,2,2,6,4,1,4,2,5,3,20,3,1,0,1,1
25136,3,1993,1,5,2,2,6,4,2,5,3,20,3,0,0,1,1
25136,4,1996,1,5,2,8,6,4,2,5,3,20,3,0,0,1,1
25247,1,1980,2,3,7,7,5,2,0,2,5,30,2,1,0,1,2
25247,2,1979,1,1,7,7,3,2,0,2,5,30,2,0,1,1,2
25344,1,1952,2,3,6,6,1,2,0,2,2,27,2,1,0,1,1
25344,2,1950,1,1,6,6,1,2,0,2,2,27,2,0,1,1,1
25359,1,1970,2,1,7,7,3,1,0,1,1,27,1,1,1,0,2
25387,1,1962,1,1,3,3,1,1,0,2,1,28,1,1,1,0,2
25600,1,1975,1,1,6,5,1,3,1,2,2,27,3,1,1,1,1
25600,2,1972,2,2,6,5,1,3,1,2,2,27,3,0,0,1,1
25600,3,2000,1,5,2,8,13,3,1,2,2,27,3,0,0,1,1
25904,1,1981,2,1,7,7,6,1,0,1,1,27,1,1,1,0,2
25993,1,1946,1,1,3,3,8,2,0,1,1,28,2,1,1,1,1
25993,2,1945,2,2,3,3,8,2,0,1,1,28,2,0,0,1,1
26034,1,1939,1,1,6,6,8,1,0,2,4,23,1,1,1,0,2
26111,1,1946,1,1,3,3,1,2,0,1,1,28,2,1,1,1,2
26111,2,1956,2,2,3,3,11,2,0,1,1,28,2,0,0,1,2
26201,1,1950,1,2,5,5,9,5,3,4,5,31,3,1,0,1,1
26201,2,1957,2,1,5,5,1,5,3,4,5,31,3,0,1,1,1
26201,3,1988,1,5,4,2,6,5,3,4,5,31,3,0,0,1,1
26201,4,1985,2,5,4,4,6,5,3,4,5,31,3,0,0,1,1
26201,5,1992,2,5,4,2,6,5,3,4,5,31,3,0,0,1,1
26397,1,1972,2,2,5,5,7,4,2,5,4,25,3,1,0,1,1
26397,2,1968,1,1,6,5,1,4,2,5,4,25,3,0,1,1,1
26397,3,2000,1,5,8,8,13,4,2,5,4,25,3,0,0,1,1
26397,4,2004,1,5,8,8,13,4,2,5,4,25,3,0,0,1,1
26411,1,1952,2,1,6,6,1,1,0,1,2,27,1,1,1,0,1
26432,1,1956,1,1,3,3,1,7,5,5,3,22,3,0,1,1,1
26432,2,1959,2,2,4,4,7,7,5,5,3,22,3,1,0,1,1
26432,4,1985,1,5,6,4,6,7,5,5,3,22,3,0,0,1,1
26432,5,1987,2,5,6,4,6,7,5,5,3,22,3,0,0,1,1
26432,6,1994,1,5,4,2,6,7,5,5,3,22,3,0,0,1,1
26432,7,1994,1,5,4,2,6,7,5,5,3,22,3,0,0,1,1
26432,8,1984,2,5,5,5,10,7,5,5,3,22,3,0,0,1,1
26477,1,1978,2,1,6,4,1,1,0,3,1,28,1,1,1,0,2
26594,1,1979,1,1,5,5,1,2,0,1,1,28,2,0,1,1,1
26594,2,1978,2,3,5,5,1,2,0,1,1,28,2,1,0,1,1
26666,1,1948,1,1,3,3,1,2,0,5,3,21,2,1,1,1,1
26666,2,1958,2,2,6,4,1,2,0,5,3,21,2,0,0,1,1
26728,1,1952,1,1,3,3,1,4,2,4,3,22,3,1,1,1,1
26728,2,1950,2,2,3,3,7,4,2,4,3,22,3,0,0,1,1
26728,3,1979,1,5,6,4,1,4,2,4,3,22,3,0,0,1,1
26728,4,1983,2,5,5,5,1,4,2,4,3,22,3,0,0,1,1
26767,1,1957,2,2,3,3,7,4,2,2,4,25,3,1,0,1,2
26767,2,1957,1,1,3,3,1,4,2,2,4,25,3,0,1,1,2
26767,3,1991,1,5,3,2,6,4,2,2,4,25,3,0,0,1,2
26767,4,1993,2,5,3,2,6,4,2,2,4,25,3,0,0,1,2
27035,1,1981,2,1,7,7,1,1,0,1,2,26,1,1,1,0,3
27167,1,1974,1,1,5,5,1,6,4,3,2,26,3,1,1,1,1
27167,2,1977,2,2,5,5,7,6,4,3,2,26,3,0,0,1,1
27167,3,2001,2,5,2,8,13,6,4,3,2,26,3,0,0,1,1
27167,4,2002,1,5,2,8,13,6,4,3,2,26,3,0,0,1,1
27167,5,2003,1,5,8,8,13,6,4,3,2,26,3,0,0,1,1
27167,6,2005,2,5,8,8,13,6,4,3,2,26,3,0,0,1,1
27242,1,1954,2,1,3,3,1,2,1,5,3,20,4,1,1,0,2
27242,2,1994,1,5,2,2,6,2,1,5,3,20,4,0,0,0,2
27257,1,1970,1,1,7,6,3,3,1,3,4,25,3,1,1,1,1
27257,2,1970,2,2,3,3,9,3,1,3,4,25,3,0,0,1,1
27257,3,2000,1,5,2,8,6,3,1,3,4,25,3,0,0,1,1
27384,1,1956,1,1,7,7,1,1,0,1,2,28,1,1,1,0,2
27752,1,1972,2,1,5,5,1,3,1,2,1,28,3,1,0,1,2
27752,2,1961,1,2,3,3,1,3,1,2,1,28,3,0,1,1,2
27752,3,2001,1,5,2,8,6,3,1,2,1,28,3,0,0,1,2
27791,1,1967,1,1,7,7,1,4,2,2,2,28,3,0,1,1,1
27791,2,1971,2,2,6,6,1,4,2,2,2,28,3,1,0,1,1
27791,3,2001,2,5,2,8,6,4,2,2,2,28,3,0,0,1,1
27791,4,2003,2,5,8,8,13,4,2,2,2,28,3,0,0,1,1
27838,1,1971,1,1,6,6,1,1,0,2,5,30,1,1,1,0,2
27840,1,1964,1,1,6,6,1,6,4,2,2,28,3,1,1,1,1
27840,2,1963,2,2,5,5,7,6,4,2,2,28,3,0,0,1,1
27840,3,1994,1,5,2,2,6,6,4,2,2,28,3,0,0,1,1
27840,4,1995,1,5,2,8,6,6,4,2,2,28,3,0,0,1,1
27840,5,1997,2,5,2,8,6,6,4,2,2,28,3,0,0,1,1
27840,6,1999,1,5,2,8,6,6,4,2,2,28,3,0,0,1,1
28045,1,1971,1,1,7,7,1,1,0,4,2,28,1,1,1,0,1
28109,1,1968,2,3,3,3,1,3,1,3,1,28,3,0,0,1,1
28109,2,1970,1,1,5,5,1,3,1,3,1,28,3,1,1,1,1
28109,3,1997,1,5,2,8,6,3,1,3,1,28,3,0,0,1,1
28144,1,1975,1,1,6,6,1,2,0,3,4,23,2,1,1,1,1
28144,2,1977,2,3,6,6,1,2,0,3,4,23,2,0,0,1,1
28236,1,1974,1,1,3,3,1,5,3,4,2,28,3,0,1,1,1
28236,2,1975,2,2,3,3,7,5,3,4,2,28,3,1,0,1,1
28236,3,1999,1,5,2,8,13,5,3,4,2,28,3,0,0,1,1
28236,4,2000,1,5,2,8,13,5,3,4,2,28,3,0,0,1,1
28236,5,2003,2,5,8,8,13,5,3,4,2,28,3,0,0,1,1
28242,1,1936,1,1,7,7,8,2,0,5,4,25,2,1,1,1,1
28242,2,1938,2,2,7,7,8,2,0,5,4,25,2,0,0,1,1
28251,1,1975,2,2,5,5,1,2,0,5,3,21,2,0,0,1,1
28251,2,1965,1,1,6,6,1,2,0,5,3,21,2,1,1,1,1
28260,1,1965,2,2,6,6,3,4,2,2,4,25,3,1,0,1,1
28260,2,1960,2,1,6,6,1,4,2,2,4,25,3,0,1,1,1
28260,3,1997,1,5,2,8,6,4,2,2,4,25,3,0,0,1,1
28260,4,1998,2,5,2,8,6,4,2,2,4,25,3,0,0,1,1
28315,1,1964,1,1,3,3,1,3,1,3,4,24,3,1,1,1,1
28315,2,1958,2,2,4,4,7,3,1,3,4,24,3,0,0,1,1
28315,3,2001,1,5,9,8,13,3,1,3,4,24,3,0,0,1,1
28573,1,1978,2,2,3,3,1,2,0,5,3,22,2,1,0,1,1
28573,2,1974,1,1,6,6,1,2,0,5,3,22,2,0,1,1,1
28588,1,1952,1,1,3,3,1,4,2,4,5,31,3,1,0,1,1
28588,2,1953,2,2,6,6,3,4,2,4,5,31,3,0,1,1,1
28588,3,1986,1,5,7,4,6,4,2,4,5,31,3,0,0,1,1
28588,4,1991,1,5,4,2,6,4,2,4,5,31,3,0,0,1,1
28605,1,1939,2,1,6,6,11,1,0,3,5,30,1,1,1,0,2
28681,1,1946,1,1,3,3,1,2,0,2,4,23,2,0,1,1,1
28681,2,1947,2,2,3,3,1,2,0,2,4,23,2,1,0,1,1
28744,1,1974,2,1,6,9,1,1,0,2,2,28,1,1,1,0,2
28765,1,1975,2,1,7,7,1,1,0,1,3,20,1,1,1,0,2
28808,1,1978,2,2,4,4,3,4,2,4,2,28,3,1,0,1,1
28808,2,1967,1,1,5,5,1,4,2,4,2,28,3,0,1,1,1
28808,3,2003,2,5,8,8,13,4,2,4,2,28,3,0,0,1,1
28808,4,2006,2,5,8,8,13,4,2,4,2,28,3,0,0,1,1
28875,1,1963,1,1,6,6,1,4,2,4,5,31,3,1,1,1,1
28875,2,1965,2,2,4,4,1,4,2,4,5,31,3,0,0,1,1
28875,3,1998,1,5,2,8,13,4,2,4,5,31,3,0,0,1,1
28875,4,2001,2,5,8,8,13,4,2,4,5,31,3,0,0,1,1
28973,1,1941,2,1,3,3,7,1,0,3,4,24,1,1,1,0,2
29084,1,1962,1,1,4,4,1,4,2,3,5,30,3,1,1,1,1
29084,2,1961,2,2,3,3,7,4,2,3,5,30,3,0,0,1,1
29084,3,1984,1,5,3,3,1,4,2,3,5,30,3,0,0,1,1
29084,4,1987,2,5,6,4,6,4,2,3,5,30,3,0,0,1,1
29221,1,1930,1,1,3,3,8,2,0,5,2,27,2,1,1,1,2
29221,2,1928,2,2,3,3,8,2,0,5,2,27,2,0,0,1,2
29223,1,1957,1,1,7,7,11,1,0,1,2,26,1,1,1,0,2
29345,1,1979,2,1,7,6,1,1,0,1,1,28,1,1,1,0,1
29448,1,1951,1,1,3,3,1,2,0,4,3,20,2,0,1,1,1
29448,2,1950,2,2,3,3,9,2,0,4,3,20,2,1,0,1,1
29544,1,1926,1,1,4,3,8,2,0,3,5,30,2,1,1,1,2
29544,2,1930,2,2,3,3,7,2,0,3,5,30,2,0,0,1,2
29555,1,1944,1,1,6,6,8,2,0,1,1,28,2,0,1,1,1
29555,2,1945,2,2,3,3,1,2,0,1,1,28,2,1,0,1,1
29568,1,1973,1,2,6,4,1,4,2,5,4,25,3,1,0,1,2
29568,2,1972,2,1,6,6,1,4,2,5,4,25,3,0,1,1,2
29568,3,2002,2,5,8,8,6,4,2,5,4,25,3,0,0,1,2
29568,4,2005,2,5,8,8,13,4,2,5,4,25,3,0,0,1,2
29915,1,1931,1,1,3,3,8,3,0,4,2,27,5,1,1,1,2
29915,2,1931,2,2,2,2,7,3,0,4,2,27,5,0,0,1,2
29915,3,1973,1,4,5,5,1,3,0,4,2,27,5,0,0,1,2
29993,1,1977,1,1,6,6,1,2,0,4,3,20,2,0,1,1,1
29993,2,1981,2,2,5,5,1,2,0,4,3,20,2,1,0,1,1
30071,1,1975,1,1,6,6,3,4,2,2,5,30,3,0,1,1,1
30071,2,1977,2,2,4,4,12,4,2,2,5,30,3,1,0,1,1
30071,3,2001,1,5,9,8,13,4,2,2,5,30,3,0,0,1,1
30071,4,2002,2,5,9,8,13,4,2,2,5,30,3,0,0,1,1
30226,1,1969,1,1,7,7,3,6,4,4,5,30,3,0,1,1,1
30226,2,1969,2,2,5,5,7,6,4,4,5,30,3,1,0,1,1
30226,3,1999,1,5,2,8,13,6,4,4,5,30,3,0,0,1,1
30226,4,2000,2,5,2,8,13,6,4,4,5,30,3,0,0,1,1
30226,5,2001,2,5,8,8,13,6,4,4,5,30,3,0,0,1,1
30226,6,2003,1,5,8,8,13,6,4,4,5,30,3,0,0,1,1
30375,1,1946,2,2,3,3,7,2,0,1,2,28,2,0,0,1,1
30375,2,1947,1,1,6,5,1,2,0,1,2,28,2,1,1,1,1
30474,1,1946,1,1,3,3,1,2,0,2,5,31,2,1,1,1,1
30474,2,1947,2,2,3,3,8,2,0,2,5,31,2,0,0,1,1
30537,1,1972,2,3,4,4,3,2,0,4,2,28,2,1,0,1,1
30537,2,1970,1,1,3,2,1,2,0,4,2,28,2,0,1,1,1
30579,1,1958,2,1,3,3,1,4,2,1,1,28,3,1,1,1,2
30579,2,1984,1,5,6,3,6,4,2,1,1,28,3,0,0,1,2
30579,3,1989,1,5,5,1,6,4,2,1,1,28,3,0,0,1,2
30579,4,1946,1,3,6,6,1,4,2,1,1,28,3,0,0,1,2
30584,1,1966,1,1,7,7,1,1,0,1,2,28,1,1,1,0,1
30594,1,1945,2,2,3,3,7,3,1,2,4,23,3,0,0,1,1
30594,2,1943,1,1,3,3,4,3,1,2,4,23,3,1,1,1,1
30594,3,1971,1,5,5,5,4,3,1,2,4,23,3,0,0,1,1
30674,1,1948,1,1,2,2,1,5,3,4,4,23,3,1,1,1,1
30674,2,1948,2,2,2,2,1,5,3,4,4,23,3,0,0,1,1
30674,3,1983,1,5,5,5,1,5,3,4,4,23,3,0,0,1,1
30674,4,1984,2,5,5,5,1,5,3,4,4,23,3,0,0,1,1
30674,5,1985,2,5,6,4,6,5,3,4,4,23,3,0,0,1,1
30762,1,1959,1,1,9,9,3,1,0,2,4,25,1,1,1,0,2
30946,1,1942,2,1,3,3,8,1,0,5,3,22,1,1,1,0,2
30966,1,1977,1,1,7,6,1,1,0,3,2,26,1,1,1,0,1
31238,1,1976,1,2,5,5,1,2,0,3,2,27,2,0,0,1,1
31238,2,1980,2,1,6,6,1,2,0,3,2,27,2,1,1,1,1
31272,1,1958,1,1,5,5,1,2,1,2,1,28,4,1,1,0,1
31272,2,1987,1,5,5,3,6,2,1,2,1,28,4,0,0,0,1
31293,1,1945,2,1,4,3,11,1,0,2,5,30,1,1,1,0,1
31331,1,1956,2,1,3,3,1,1,0,2,5,30,1,1,1,0,1
31339,1,1978,1,1,3,3,3,2,0,5,4,25,2,0,1,1,1
31339,2,1976,2,3,6,6,1,2,0,5,4,25,2,1,0,1,1
31349,1,1982,1,1,6,6,1,2,0,5,3,22,2,1,1,1,2
31349,2,1983,2,3,6,6,1,2,0,5,3,22,2,0,0,1,2
31385,1,1928,1,1,7,7,8,2,0,4,2,26,2,1,1,1,1
31385,2,1932,2,2,7,4,7,2,0,4,2,26,2,0,0,1,1
31456,1,1967,1,1,6,6,1,4,2,5,3,22,3,1,1,1,1
31456,2,1968,2,2,6,6,7,4,2,5,3,22,3,0,0,1,1
31456,3,1999,2,5,2,8,13,4,2,5,3,22,3,0,0,1,1
31456,4,2004,2,5,8,8,13,4,2,5,3,22,3,0,0,1,1
31485,1,1973,1,1,6,5,1,3,1,5,3,21,3,1,1,1,1
31485,2,1976,2,3,5,3,1,3,1,5,3,21,3,0,0,1,1
31485,3,2003,1,5,8,8,13,3,1,5,3,21,3,0,0,1,1
31818,1,1977,2,3,6,6,1,2,0,2,1,28,2,1,0,1,2
31818,2,1978,1,1,7,7,1,2,0,2,1,28,2,0,1,1,2
31863,1,1969,2,1,6,5,1,2,1,2,2,27,4,1,1,0,2
31863,2,1997,1,5,2,8,13,2,1,2,2,27,4,0,0,0,2
31930,1,1964,1,3,6,4,9,5,3,1,1,28,3,0,0,1,1
31930,2,1966,2,1,6,6,1,5,3,1,1,28,3,1,1,1,1
31930,3,1993,1,5,4,2,6,5,3,1,1,28,3,0,0,1,1
31930,4,1996,1,5,2,8,6,5,3,1,1,28,3,0,0,1,1
31930,5,2000,2,5,2,8,6,5,3,1,1,28,3,0,0,1,1
32118,1,1968,1,1,3,3,1,4,2,5,4,25,3,0,1,1,1
32118,2,1965,2,2,4,4,1,4,2,5,4,25,3,1,0,1,1
32118,3,1994,2,5,2,8,13,4,2,5,4,25,3,0,0,1,1
32118,4,1996,2,5,2,8,13,4,2,5,4,25,3,0,0,1,1
32149,1,1936,1,1,6,6,8,1,0,4,2,27,1,1,1,0,1
32505,1,1978,1,2,3,3,1,2,0,1,1,27,2,0,0,1,2
32505,2,1979,2,1,5,5,1,2,0,1,1,27,2,1,1,1,2
32539,1,1976,1,1,6,6,1,2,0,5,3,21,2,1,1,1,1
32539,2,1979,2,3,5,5,4,2,0,5,3,21,2,0,0,1,1
32568,1,1970,1,1,3,3,3,2,0,3,2,26,2,0,1,1,1
32568,2,1965,2,2,3,2,3,2,0,3,2,26,2,1,0,1,1
32652,1,1978,1,1,4,4,2,4,2,3,1,28,3,1,1,1,2
32652,2,1978,2,2,6,4,2,4,2,3,1,28,3,0,0,1,2
32652,3,1998,1,5,2,8,6,4,2,3,1,28,3,0,0,1,2
32652,4,2003,1,5,8,8,13,4,2,3,1,28,3,0,0,1,2
32757,1,1939,2,1,6,6,8,1,0,2,2,27,1,1,1,0,2
32769,1,1973,1,1,5,5,1,6,4,5,2,28,3,1,1,1,1
32769,2,1976,2,2,5,5,7,6,4,5,2,28,3,0,0,1,1
32769,3,2000,2,5,2,8,13,6,4,5,2,28,3,0,0,1,1
32769,4,2002,2,5,2,8,13,6,4,5,2,28,3,0,0,1,1
32769,5,2004,2,5,8,8,13,6,4,5,2,28,3,0,0,1,1
32769,6,2006,2,5,8,8,13,6,4,5,2,28,3,0,0,1,1
32833,1,1956,1,1,4,4,1,4,2,4,1,28,3,1,1,1,1
32833,2,1960,2,2,6,6,1,4,2,4,1,28,3,0,0,1,1
32833,3,1986,2,5,7,4,6,4,2,4,1,28,3,0,0,1,1
32833,4,1989,2,5,4,2,6,4,2,4,1,28,3,0,0,1,1
32858,1,1956,1,1,3,3,1,3,1,4,2,26,3,1,1,1,1
32858,2,1956,2,2,3,3,7,3,1,4,2,26,3,0,0,1,1
32858,3,1982,1,5,4,4,1,3,1,4,2,26,3,0,0,1,1
32957,1,1976,1,1,6,5,1,3,1,2,2,27,3,0,1,1,1
32957,2,1974,2,2,6,6,1,3,1,2,2,27,3,1,0,1,1
32957,3,2004,1,5,8,8,13,3,1,2,2,27,3,0,0,1,1
32976,1,1952,1,1,6,6,1,3,1,4,5,30,3,0,1,1,1
32976,2,1986,1,5,5,2,6,3,1,4,5,30,3,0,0,1,1
32976,4,1949,2,2,6,6,1,3,1,4,5,30,3,1,0,1,1
33101,1,1958,1,2,4,4,3,2,0,5,3,20,2,0,0,1,1
33101,2,1961,2,1,4,4,1,2,0,5,3,20,2,1,1,1,1
33136,1,1966,1,1,4,4,1,4,2,5,5,30,3,0,1,1,1
33136,2,1965,2,2,3,3,7,4,2,5,5,30,3,1,0,1,1
33136,3,1990,1,5,4,2,12,4,2,5,5,30,3,0,0,1,1
33136,4,1992,2,5,3,2,13,4,2,5,5,30,3,0,0,1,1
33320,1,1961,1,1,4,4,12,4,2,5,2,27,3,1,1,1,1
33320,2,1974,2,2,6,6,7,4,2,5,2,27,3,0,0,1,1
33320,3,2001,1,5,9,8,13,4,2,5,2,27,3,0,0,1,1
33320,4,2001,2,5,9,8,13,4,2,5,2,27,3,0,0,1,1
33381,1,1976,1,1,5,5,1,3,1,3,2,28,3,0,1,1,1
33381,2,1977,2,2,5,5,1,3,1,3,2,28,3,1,0,1,1
