nohhold,nomem,weeknr,inkhh,inknorm,inkrond,finsitu,inkeven,inkaank,inksec,loan1,loan2,loan3,ink25a,ink25b,ink25c,ecsit,zinvol,opzij,hoevopzy,opzij12,spaarm01,spaarm02,spaarm03,spaarm04,spaarm05,spaarm06,spaarm07,spaarm08,spaarm09,spaarm10,spaarm11,spaarm12,spaarm13,spaarm14,spaarm15,spaarm16,situat1,situat2,situat3,situat4,situat5,situat6,situat7,spaar1,spaar2,spaar3,spaar4,spaar5,spaar6,beschryf,toek01,toek02,toek03,toek04,toek05,toek06,toek07,toek08,toek09,toek10,toek11,toek12,uitgeven,plannen,periode1,bijhoud,potjes,pin1,pin2,chip1,chip2,autom,foon,intern,zon,her1,her2,her3,her4,baby,plan,uitspr,hhrela,beslis,geldh,geluk,kenltd,kenhh,kenink,kenopl,kenwerk,manuur,vrouwuur,kunde,advies,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,locus01,locus02,locus03,locus04,locus05,locus06,locus07,locus08,locus09,locus10,locus11,locus12,locus13,work01,work02,work03,work04,work05,work06,work07,work08,work09,jeugd1,jeugd2,jeugd3,jeugd4,jeugd5,jeugd6,jeugd1_x,jeugd2_x,jeugd3_x,jeugd4_x,jeugd5_x,jeugd6_x,toek01_x,toek02_x,toek03_x,toek04_x,toek05_x,toek06_x,toek07_x,toek08_x,toek09_x,toek10_x,toek11_x,toek12_x
27851,2,201115,3,2,3,4,2, , ,-7,3,2,3,2, ,2,2,1,1,2,2,-7,5,5,7,-7,-7,5,2,6,5,-7,-7,6,6,5,4,1,4,4,4,4,5,6,6,1,6,1,1,-7, , , , , , , , , , , , ,5,3,2,4,2,1,3,2, ,2,-9,3,70,0,0,0,10,2, , ,1,3,1,2,11,2,-9,3,4,0,0,2,2,3,2,4,2,4,5,2,3,2,4,2,2,2,2,5,5,4,5,6,4,3,2,2,5,2,2,6,4,2,2,1,1, , , , , , ,1,4,5,4,2,2,2,2,5,6,6,4,5,4,4,4,6,4
28048,1,201115,4,2,3,3,2, , ,2,1,2,3,2, ,4,2,1,2,2,2,4,5,7,5,3,3,7,1,6,5,1,3,7,5,4,4,4,5,4,5,4,1,7,3,6,6,3,3,1, , , , , , , , , , , , ,2,3,1,4,1,1,4,1,2,-9,2,4,85,65,25,0,100,1,1,3,1,4,3,2,9,2,9,6,4,30,12,3,3,3,4,4,2,3,4,4,3,2,4,5,4,4,6,5,6,6,6,7,1,2,3,2,6,6,5,6,6,1,6,6,3, , , , , , ,1,2,4,3,2,2,6,2,4,7,7,2,6,7,3,3,5,2
28144,1,201115,4,2,5,5,3, , ,-7,1,2,4,2, ,3,1,1,4,1,2,7,5,7,7,6,1,7,7,7,1,1,-7,7,7,4,5,5,3,4,5,4,3,5,3,5,5,4,4,3, , , , , , , , , , , , ,7,3,5,4,1,1,4,1,4,-9,-9,4,100,100,10,0,100,1,3,5,1,3,1,2,5,4,10,6,1,50,5,3,8,3,1,1,1,3,4,1,3,1,5,6,5,5,4,5,5,5,1,2,7,1,2,1,6,6,6,6,2,6,4,6,6, , , , , , ,1,3,5,2,3,3,4,4,4,4,4,4,4,4,3,3,3,3
28144,2,201115,5,2,5,5,3, , ,-7,1,2,5,2, ,4,1,1,4,1,4,4,6,7,6,6,5,7,4,6,3,1,3,5,6,6,6,6,5,6,5,6,5,6,4,4,4,3,2,2, , , , , , , , , , , , ,6,1,1,5,1,1,4,2, ,-9,-9,4,70,50,30,15,100,1,2,3,1,3,1,1,5,4,11,6,1,50,12,3,8,3,1,3,2,4,4,2,4,1,4,5,5,4,3,5,5,4,2,5,2,2,2,2,6,6,6,6,6,2,3,5,6, , , , , , ,1,4,2,3,1,1,4,3,4,3,4,4,5,4,3,4,3,3
28242,1,201115,4,2,5,5,3, , ,-7,1,2,5,2, ,3,1,1,6,2,7,7,-7,-7,-7,-7,7,7,7,7,-7,-7,7,7,-7,-7,7,7,1,7,4,7,7,5,1,1,5,1,7,4, , , , , , , , , , , , ,7,1,1,5,1,1,1,1,1,1,-9,-9,90,100,99,99,100,1,2,5, , , ,2,12,2,-9,7,5,0,100,3,2,5,1,3,1,4,4,1,4,1,5,7,6,6,6,6,7,6,7,6,6,6,1,3, , , , , , , , , , , , , , , ,4,5,1,2,3,4,4,3,5,5,4,1,4,3,4,4,5,6
28432,1,201115,3,2,2,3,2, , ,2,3,2,3,1,3,3,1,2, ,3,2,4,4,4,4,3,2,5,2,6,5,4,5,7,4,5,4,2,6,3,3,1,4,5,4,6,5,5,1,-7, , , , , , , , , , , , ,4,6,1,2,2,1,3,2, ,-9,-9,4,95,10,0,0,10,1,1,3,2,3,1,2,7,3,8,5,4,32,10,2,8,4,4,2,2,4,4,4,4,2,3,6,2,2,4,5,6,2,4,3,3,4,4,4,6,6,6,6,5,2,4,5,5, , , , , , ,4,3,5,3,2,1,6,4,5,3,5,2,6,4,4,4,4,4
28432,2,201115,-9, ,2,2,1,2, ,-7,3,2,2,2, ,4,2,2, ,2,1,4,4,7,7,4,4,7,1,7,4,2,1,7,1,7,6,4,7,4,7,2,2, , , , , , , , , , , , , , , , , , , ,7,6,2,3,2,1,2,2, ,-9,-9,4,90,70,0,0,100,1,1,3,2,2,1,2,8,3,-9,6,4,40,20,1,8,4,1,4,1,5,5,1,5,1,5,7,2,2,2,6,2,2,2,2,2,4,2,1,7,1,6,7,6,1,1,1,1, , , , , , ,4,3,4,3,1,1,4,4,4,4,5,1,7,4,1,4,3,6
28432,3,201141, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,1,7,1,1,-7,1,1,5,3,7,1,4,4,4,4,4,4,3,3,1,1,1,1,3,2, ,2,-9,-9,80,0,0,0,40,2, , ,2, , ,2,2,3,-9,4,5,40,30,1,1,1,5,1,3,1,4,1,4,2,1,7,7,6,5,5,5,2,4,4,4,4,4,4, , , , , , , , , ,4,3,2,3,4,2, , , , , , , , , , , , , , , , , , 
28588,1,201115,3,2,2,2,2, , ,2,2,2,3,1,3,4,1,1,2,1,4,4,7,7,7,3,5,7,4,7,7,4,6,7,6,6,5,5,5,3,3,4,5,6,7,3,3,2,1,-7, , , , , , , , , , , , ,5,6,2,4,3,1,3,1,1,-9,-9,4,80,99,1,0,90,1,-9,3,3,3,2,2,10,2,8,3,4,36,24,3,3,3,3,2,3,3,4,4,3,1,4,6,5,6,6,7,5,6,4,2,1,1,2,1,6,4,6,6,6,1,4,5,5, , , , , , ,3,1,2,2,4,2,5,4,3,4,4,2,5,4,4,4,5,6
28588,2,201115,4,1,4,4,3, , ,-7,1,2,4,2, ,4,1,1,3,1,3,4,7,7,6,2,2,3,3,6,7,2,6,7,6,7,4,4,4,4,2,4,3,7,6,1,7,1,2,-7, , , , , , , , , , , , ,5,3,3,3,1,1,4,1,1,-9,-9,4,50,90,80,10,100,1,1,3,1,3,2,2,9,3,8,5,4,36,24,2,4,3,1,2,3,5,5,2,4,1,4,4,3,3,2,6,6,4,4,5,3,1,2,5,6,2,7,7,2,4,2,1,2, , , , , , ,1,4,1,2,1,1,4,6,5,3,3,3,4,5,5,4,4,4
28588,3,201115, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,2,6,4,5,-7, , , , , , , , , , , , ,6,2,3,3,1,1,2,1,1,-9,-9,3,55,90,20,3,98,2, , ,2, , ,3,3,1,7,7,4,38,38,4,6,2,4,3,3,4,3,2,3,2,3,2,6,6,6,6,6,5,3,2,2,4,2,1, , , , , , , , , , , , , , , ,2,2,4,2,4,3,3,3,5,3,5,5,5,5,4,3,3,4
28588,4,201115, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,2,3,2,2,1, , , , , , , , , , , , ,3,6,2,4,3,1,4,2, ,2,-9,4,80,85,15,5,95,2, , ,2, , ,2,3,3,6,3,4,15,10,2,1,4,2,3,1,3,5,2,3,2,4,2,4,5,2,6,4,6,2,2,3,1,1,1, , , , , , , , , , , , , , , ,2,4,2,2,4,4,6,5,6,6,3,2,5,6,3,2,3,3
28594,1,201115,4,2,5,5,3, , ,-7,1,2,4,2, ,2,2,1,-9,2,1,4,4,4,4,4,4,4,1,5,2,1,6,6,6,6,5,4,3,4,4,4,6,6,2,6,5,3,4,3, , , , , , , , , , , , ,5,3,3,4,1,1,4,1,1,-9,-9,3,100,95,10,0,95,1,-9,4,2,3,2,3,11,2,10,7,4,40,30,3,9,3,1,3,1,4,4,2,3,2,4,5,4,5,4,6,4,4,3,7,3,3,4,2, , , , , , , , , , , , , , , ,1,4,2,3,2,3,6,5,3,2,2,2,6,5,4,5,4,3
28611,1,201141,1,1,1,3,2, , ,-7,5,2,2,2, ,4,1,2, ,1,7,7,6,5,5,5,4,5,7,6,6,6,7,6,-7,7,4,4,6,3,7,2,4,7,7,4,4,1,1,-7,7,6,4,4,4,6,5,3,4,4,4,2,4,3,5,4,1,1,4,1,2,2,-9,3,100,100,100,95,100,1,3,2, , , ,1,7,4,-9,7,1,40,40,1,3,5,4,4,2,5,4,1,4,2,5,5,5,5,6,7,6,6,2,3,4,3,2,3, , , , , , , , , ,1,5,3,4,1,1, , , , , , , , , , , , , , , , , , 
28681,1,201115,3,2,3,2,1,2, ,2,2,2,2,2, ,2,4,2, ,3,3,5,7,7,7,1,1,6,2,7,7,1,2,-7,2,5,5,5,4,4,5,3,3,6,3,6,7,2,1,4, , , , , , , , , , , , ,6,6,3,3,1,1,2,2, ,-9,-9,1,100,95,20,0,95,1,1,3,1,3,1,2,11,2,6,3,1,60,20,2,6,3,4,4,2,5,4,2,4,2,5,6,5,4,7,7,6,6,3,6,2,3,6,2, , , , , , , , , , , , , , , ,2,1,2,1,4,4,5,3,4,5,6,2,3,5,6,4,5,5
28681,2,201115,2,2,3,3,2, , ,2,3,2,3,2, ,2,2,2, ,2,4,4,3,3,3,6,4,3,5,6,6,2,6,7,5,6,4,4,5,3,5,3,5,6,5,2,5,2,1,4, , , , , , , , , , , , ,6,5,3,4,2,1,3,2, ,-9,2,2,90,0,0,0,50,1,3,2,1,3,1,2,11,2,7,3,4,38,20,2,1,4,2,3,2,4,4,2,4,1,4,6,6,6,3,5,6,6,3,3,3,2,2,2, , , , , , , , , , , , , , , ,1,4,3,3,3,2,5,5,3,5,5,3,5,5,2,2,2,3
28765,2,201151,4,2,4,4,2, , ,-7,2,2,2,1,3,4,2,2, ,3,-7,-7,4,5,5,5,2,5,-7,5,-7,-7,-7,5,5,5,4,4,4,4,4,4,4,2,5,4,5,3,3,-7,3,3,5,5,4,4,4,4,3,3,3,3,3,3,2,3,2,1,4,1,1,-9,-9,3,50,100,95,25,100,2, , ,1,3,2,2,5,2,10,6,4,40,30,2,8,4,3,2,2,3,4,3,3,2,3,4,3,3,4,4,4,4,4,5,4,4,4,4,6,5,5,5,5,5,3,5,4,1,2,4,2,2,2, , , , , , , , , , , , , , , , , , 
28865,1,201115,4,2,5,4,3, , ,2,1,2,3,2, ,3,1,2, ,2,2,6,4,6,6,1,1,6,2,6,2,1,5,6,6,2,6,6,2,5,4,4,5,7,7,1,7,1,1,-7, , , , , , , , , , , , ,6,2,5,4,1,1,4,1,2,-9,-9,3,80,90,90,25,100,1,2,3,1,3,1,2,11,2,10,7,5,0,0,2,8,4,2,3,2,4,5,2,4,1,3,6,2,5,2,6,4,4,2,6,2,1,1,1, , , , , , , , , , , , , , , ,1,5,1,4,4,3,4,5,2,2,5,1,6,3,2,3,3,2
28865,2,201115,3,2,4,4,2, , ,2,2,2,3,2, ,3,1,1,3,1,4,3,6,3,7,2,2,3,4,6,4,1,2,7,4,5,5,3,4,4,4,4,5,6,6,1,6,2,1,-7, , , , , , , , , , , , ,6,4,3,1,1,1,4,1,1,2,-9,-9,80,80,70,0,90,1,1,3,2,3,1,2,12,2,-9,6,4,0,0,1,6,3,3,1,3,3,3,3,3,2,3,6,4,6,5,5,5,5,3,5,4,3,3,3, , , , , , , , , , , , , , , ,4,2,1,4,3,3,3,3,4,2,4,4,6,5,3,4,5,4
28875,1,201115,-9,1,3,2,2, , ,-7,3,2,3,2, ,3,2,2, ,3,4,4,4,4,4,4,3,3,4,4,3,2,3,4,3,4,3,3,4,3,4,3,2, , , , , , , , , , , , , , , , , , , ,4,3,3,3,1,1,3,1,2,-9,-9,3,80,20,1,0,5,1,1,3,2,3,1,2,7,4,9,6,4,36,20,2,6,3,3,3,3,3,4,3,4,2,3,3,2,3,2,4,3,4,4,3,3,3,4,3, , , , , , , , , , , , , , , ,3,5,3,4,2,3,3,3,4,4,4,4,4,4,2,4,4,4
28973,1,201115,2,2,3,3,3, , ,-7,5,2,3,2, ,2,3,2, ,3,-7,-7,-7,5,5,-7,-7,-7,1,6,5,-7,6,6,6,7,1,1,1,1,1,1,1,1,7,1,7,1,1,-7, , , , , , , , , , , , ,5,2,1,4,1,1,3,2, ,2,-9,3,50,0,0,0,0,1,1,4,2,4,4,3,10,2,6,3,4,38,0,2,1,3,1,4,1,4,1,1,2,1,1,2,2,4,1,5,4,6,4,7,5,4,4,3, , , , , , , , , , , , , , , ,3,5,1,4,4,4,1,1,3,1,3,2,4,3,3,2,3,2
28973,2,201115,2,2,3,3,2, , ,-7,5,2,3,2, ,2,3,2, ,3,1,4,5,3,5,-7,-7,-7,1,5,5,-7,5,7,5,5,1,1,1,1,2,1,1,1,7,1,4,1,1,-7, , , , , , , , , , , , ,6,4,1,4,1,1,3,2, ,2,-9,-9,25,0,0,0,0,2, , ,2,2,5,3,10,2,-9,2,4,40,0,2,1,2,4,2,3,3,4,4,3,4,2,2,2,2,2,4,4,4,4,6,4,3,2,3, , , , , , , , , , , , , , , ,4,4,1,4,4,4,4,1,4,4,4,1,5,3,4,4,6,3
28985,1,201115,-9, ,2,2,2, , ,2,2,2,3,2, ,2,1,1,-9,2,1,1,4,4,6,1,4,3,1,5,3,1,1,6,5,4,4,4,4,4,5,4,6, , , , , , , ,3,3,4,5,5,3,4,4,3,4,4,4,4,2,3,3,2,1,2,2, ,-9,-9,2,80,50,1,0,50,2, , ,1,3,1,1,8,3,8,4,4,40,15,2,6,4,1,1,1,4,5,1,3,1,4,3,4,4,4,6,6,5,3,4,3,5,4,4,6,6,6,5,6,3,4,6,5,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , 
29137,1,201115,3,2,4,4,3, , ,-7,1,2,3,2, ,3,1,1,2,2,5,5,5,5,5,-7,5,5,5,5,5,-7,5,5,5,5,4,4,4,4,4,4,2,4,1,7,5,5,5,3, , , , , , , , , , , , ,5,2,4,4,1,1,3,2, ,2,-9,4,90,90,90,75,90,1,3,2,1,3,1,2,11,2,9,6,4,40,20,3,3,3,3,1,3,3,3,2,3,2,3,6,5,5,2,5,5,5,5,4,6,3,4,4,5,5,5,5,5,2,3,5,5, , , , , , ,4,5,1,3,1,1,2,2,5,4,4,4,5,5,4,4,4,5
29137,2,201115,3,2,4,4,3, , ,-7,1,2,4,2, ,3,1,1,2,2,5,5,5,5,5,-7,5,5,5,5,5,-7,6,6,6,6,4,4,4,4,4,4,4,3,3,1,5,6,5,3, , , , , , , , , , , , ,5,2,4,4,1,1,3,2, ,2,-9,3,90,90,90,75,90,1,3,2,1,3,1,2,11,2,8,6,4,40,20,2,3,4,1,3,1,4,4,1,4,1,4,5,5,4,6,6,5,4,4,4,5,4,4,4, , , , , , , , , , , , , , , ,4,5,2,4,1,1,5,5,3,5,5,4,6,4,6,4,3,4
29170,1,201115,1,2,3,4,2, , ,-7,3,2,3,1,3,2,2,1,1,2,1,1,1,3,1,1,1,2,2,3,2,1,1,4,3,2,2,2,4,1,2,1,1,3,1,1,2,1,1,-7,3,1,3,2,2,1,2,2,1,1,2,1,4,1,1,3,2,1,3,1,2,1,2,-9,50,0,0,0,10,1,1,3, , , ,3,12,2,-9,5,5,0,0,2,1,2,2,3,1,1,3,2,2,1,2,2,1,2,1,5,3,5,6,6,5,4,5,4, , , , , , , , , ,4,4,3,4,2,2, , , , , , , , , , , , , , , , , , 
29221,1,201115,1,-9,2,3,2, , ,-7,4,2,3,2, ,2,2,2, ,-9,2,6,3,4,7,2,4,4,3,6,2,-7,4,7,4,5,1,1,6,1,4,1,4,6,7,1,7,2,1,-7, , , , , , , , , , , , ,7,5,1,5,1,1,3,2, ,2,-9,4,50,0,0,0,0,1,1,3, , , ,3,13,1,-9,2,5,0,0,1,9,5,1,3,1,4,4,1,3,1,5,5,3,5,4,5,5,4,4,5,5,4,4,1, , , , , , , , , , , , , , , ,1,3,5,4,3,2,2,1,4,5,5,3,6,3,4,3,4,5
29338,1,201115,1,2,3,3,2, , ,2,2,2,3,2, ,3,3,1,2,2,5,3,-7,5,7,-7,-7,5,5,6,4,-7,6,7,5,4,5,6,4,5,4,4,5,7,7,1,6,1,1,-7, , , , , , , , , , , , ,4,2,2,4,1,1,1,2, ,1,-9,3,100,0,0,0,40,1,1,3,1,3,1,1,10,1,3,5,4,35,25,2,4,5,1,3,1,4,5,1,5,1,5,4,4,6,4,6,6,6,1,7,2,4,4,2, , , , , , , , , , , , , , , ,3,5,3,3,3,1,4,3,5,3,6,2,3,4,3,5,2,5
29338,2,201115,1,2,3,3,2, , ,-7,2,2,3,2, ,4,2,1,2,2,1,3,5,5,6,1,1,7,4,5,2,1,3,7,3,6,4,4,3,4,5,3,5,1,1,1,7,1,1,-7,4,2,6,5,7,1,4,5,2,5,6,6,5,4,3,3,1,1,4,2, ,-9,-9,3,90,50,20,0,50,2, , ,1,3,1,1,10,1,3,4,4,35,25,2,6,4,4,3,4,3,5,1,4,2,3,4,4,2,1,5,5,5,2,1,3,4,2,4,7,7,5,5,6,7,4,7,4,1,3,3,2,4,2, , , , , , , , , , , , , , , , , , 
29366,2,201115,2,2,3,2,1,2, ,-7,3,2,2,2, ,2,1,2, ,2,5,7,7,7,7,2,6,6,5,7,6,-7,6,7,5,5,4,2,4,3,5,2,3,7,7,2,7,2,1,2,6,6,1,1,6,4,6,6,3,3,2,2,6,3,4,4,1,1,2,2, ,1,1,-9,90,40,10,0,90,1,2,3,3,3,1,3,12,4,-9,3,5,20,18,2,6,3,2,4,1,4,4,2,4,2,4,6,5,6,3,5,6,5,5,3,5,4,4,4, , , , , , , , , ,1,4,4,4,2,2, , , , , , , , , , , , , , , , , , 
29448,1,201115,3,2,4,5,3, , ,2,1,2,4,1,4,2,2,1,3,1,2,2,2,6,6,1,1,6,1,6,1,1,1,6,6,6,4,2,6,5,6,2,7,7,7,1,7,4,2,1, , , , , , , , , , , , ,6,3,5,4,1,1,3,1,1,-9,-9,4,100,100,100,0,100,1,2,3,1,3,1,1,10,2,8,4,4,38,24,3,8,5,4,3,1,4,4,3,5,1,3,2,2,2,3,6,6,6,5,5,5,2,4,6,6,6,6,6,6,6,3,6,6, , , , , , ,1,3,4,2,1,1,6,7,2,2,5,4,6,6,2,5,6,6
29555,1,201115,3,2,3,4,3, , ,-7,4,2,3,2, ,2,1,1,3,2,1,1,-7,6,7,1,1,7,1,7,7,1,4,6,6,6,4,4,4,3,4,3,2,1,7,1,4,1,1,-7, , , , , , , , , , , , ,5,2,4,5,2,1,4,2, ,-9,3,3,50,5,0,0,100,1,1,3,3,3,1,3,11,2,8,6,5,20,20,1,8,2,4,2,2,3,2,5,3,3,2,6,4,4,2,6,4,6,2,4,6,2,2,2, , , , , , , , , , , , , , , ,1,5,5,4,4,2,5,3,5,2,4,4,4,6,5,5,6,4
29555,2,201115,3,2,3,3,3, , ,-7,3,2,3,2, ,2,1,1,2,1,2,5,-7,6,7,-7,-7,6,2,6,5,-7,5,6,6,5,4,2,5,3,6,2,5,1,7,1,7,2,1,-7, , , , , , , , , , , , ,5,5,2,4,2,1,4,2, ,-9,-9,4,80,5,0,0,50,1,1,3,2,3,1,2,11,2,9,4,4,32,20,1,2,3,2,3,3,2,3,2,3,2,4,6,3,4,5,5,4,5,2,6,4,5,2,3, , , , , , , , , , , , , , , ,1,4,1,4,2,2,4,3,5,3,4,3,5,5,5,5,3,2
29568,1,201141,3,2,3,2,1,1,2,1,1,2,2,2, ,3,2,1,1,1,2,5,4,4,4,4,1,5,2,5,4,4,5,6,5,5,4,4,4,4,4,4,3,1,5,2,2,4,2,-7, , , , , , , , , , , , ,2,4,2,4,2,1,4,1,2,2,-9,4,95,5,5,5,5,1,-9,5,1,3,2,2,6,3,8,6,2,40,15,4,9,2,3,3,2,4,4,2,3,2,4,3,3,3,3,5,5,4,3,3,3,3,3,3,6,6,6,7,6,2,5,5,5, , , , , , ,2,5,3,2,4,4,4,4,4,4,5,4,4,4,4,3,4,4
29705,1,201147,3,2,4,4,3, , ,-7,2,2,4,2, ,3,2,1,2,1,5,5,6,5,5,6,4,5,5,5,6,3,6,6,6,6,5,5,3,5,5,5,5,6,6,2,4,2,2,1,4,4,2,4,4,4,5,4,3,3,3,3,5,2,4,3,1,1,4,1,1,-9,-9,3,40,80,70,10,90,2, , , , , ,2,4,2,8,6,4,40,38,2,1,3,3,3,1,4,4,3,3,2,4,4,3,5,5,5,4,4,3,4,3,2,4,2,5,4,5,5,4,4,4,5,3,1,3,3,2,3,3, , , , , , , , , , , , , , , , , , 
29751,1,201115,3,2,3,2,1,2, ,-7,5,2,2,1,2,2,4,2, ,4,3,7,1,2,5,5,2,5,3,6,5,1,5,5,3,5,5,4,5,5,2,4,5,4,4,2,3,4,4,-7, , , , , , , , , , , , ,4,4,5,3,1,1,3,1,2,1,-9,-9,100,1,1,0,0,1,-9,5,1,3,7,2,11,2,4,4,4,24,6,1,6,4,4,3,4,4,3,4,4,2,4,3,4,5,2,6,6,5,4,5,4,4,4,4, , , , , , , , , ,4,1,4,4,4,3, , , , , , ,5,4,4,4,4,4,4,4,3,5,4,4
29820,1,201115,4,2,5,4,3, , ,-7,3,2,4,2, ,3,1,1,3,1,1,1,7,7,7,1,1,7,1,7,1,1,1,7,7,7,5,1,1,6,6,1,6,7,7,1,7,1,1,-7, , , , , , , , , , , , ,7,1,3,2,2,1,4,2, ,-9,-9,4,100,100,100,0,100,1,1,4,1,3,3,1,5,2,5,2,4,40,40,1,1,3,1,4,1,3,3,1,4,1,5,7,1,7,7,7,1,7,1,7,1,1,1,1, , , , , , , , , , , , , , , ,4,5,1,4,4,4,1,1,4,4,6,1,6,6,1,6,6,5
29862,1,201115,4,2,4,4,2, , ,-7,2,2,4,1,4,2,1,1,1,1,-7,-7,2,6,4,2,3,7,-7,6,6,-7,-7,6,7,6,5,4,1,2,6,3,5,6,6,1,6,1,1,-7, , , , , , , , , , , , ,5,4,1,3,1,1,3,2, ,2,2,2,80,80,40,0,100,2, , ,1,3,1,2,8,3,10,4,4,40,25,2,6,2,3,1,5,5,4,3,4,2,4,7,5,5,6,6,6,6,4,4,4,4,4,4,7,7,5,6,7,4,4,7,6, , , , , , ,1,5,4,4,1,1,4,7,1,4,4,3,7,4,1,1,1,4
29862,2,201115,4,2,3,4,3, , ,-7,2,2,4,2, ,2,1,1,3,2,-7,-7,6,6,6,-7,5,5,5,4,6,-7,-7,7,6,6,5,6,2,4,4,4,5,5,6,2,6,2,1,2, , , , , , , , , , , , ,6,6,3,4,2,1,4,2, ,-9,1,3,95,100,100,80,100,2, , ,1,3,1,3,9,3,-9,4,4,40,35,2,6,5,4,3,2,5,5,4,4,2,3,5,3,2,2,5,4,2,4,4,4,2,4,3, , , , , , , , , , , , , , , ,1,2,3,3,1,2,3,4,2,6,6,2,6,4,3,2,2,2
29866,1,201115,4,2,4,4,3, , ,2,1,2,4,2, ,3,1,1,4,1,-7,-7,6,6,6,6,4,6,4,6,6,-7,5,6,6,6,5,5,5,5,6,5,6,5,2,1,4,3,4,3,5,5,5,3,4,4,4,4,4,4,4,4,7,2,5,3,1,1,4,1,1,2,-9,4,100,80,80,30,100,2, , ,1,3,1,1,6,2,9,6,4,38,28,4,9,4,3,2,1,1,1,2,5,1,1,6,3,4,2,4,5,5,3,6,2,4,2,1,5,4,5,5,6,2,5,5,2,1,2,2,2,3,3, , , , , , , , , , , , , , , , , , 
29866,2,201115,4,2,4,4,3, , ,2,2,2,4,2, ,3,1,1,4,1,-7,-7,6,7,7,6,7,7,-7,6,6,-7,-7,7,6,7,5,4,4,5,5,5,6,5,5,5,4,4,4,3,5,5,5,5,5,5,4,5,4,5,4,4,6,3,4,4,2,1,4,1,2,2,-9,4,100,100,100,20,100,2, , ,1,3,1,2,6,2,8,6,4,40,28,3,9,1,5,2,3,3,3,1,4,3,3,4,4,4,4,5,5,5,4,5,5,4,4,4,7,7,6,7,7,5,6,6,6,1,4,5,1,3,3, , , , , , , , , , , , , , , , , , 
29992,1,201115,4,2,3,4,2, , ,-7,4,2,3,2, ,3,1,1,2,1,2,4,6,6,7,-7,3,6,2,6,6,2,5,6,3,6,5,3,4,3,3,3,6,6,6,2,6,2,2,-7, , , , , , , , , , , , ,5,4,3,3,1,1,4,1,1,-9,-9,4,95,50,0,0,75,1,3,3,1,3,1,2,9,2,-9,5,1,40,20,2,4,2,4,1,1,4,4,4,3,2,3,5,2,3,3,6,6,6,4,5,3,5,5,6,5,5,2,5,2,2,4,5,1, , , , , , ,3,4,2,4,4,3,4,2,5,5,5,2,5,4,5,6,6,5
29993,1,201115,3,2,3,4,1,1,3,2,2,2,4,2, ,4,2,2, ,1,2,6,6,5,3,2,1,2,2,6,7,1,2,6,2,5,4,2,6,6,4,2,6,6,6,2,6,5,2,2, , , , , , , , , , , , ,5,2,1,2,1,1,2,2, ,-9,-9,-9,80,80,40,10,100,1,1,3,1,3,1,2,5,4,8,5,4,36,28,3,1,3,2,4,1,2,4,4,4,4,4,2,2,2,5,6,2,5,2,2,1,4,1,4,5,5,6,5,4,4,7,6,3, , , , , , ,1,1,3,2,1,1,2,3,5,6,4,2,4,5,2,5,3,5
30118,1,201115,1,2,3,3,2, , ,-7,3,2,3,2, ,3,2,1,1,2,-7,2,-7,5,7,-7,1,2,3,6,2,-7,6,6,3,2,5,3,6,4,4,2,5,7,7,6,6,1,1,-7,4,3,4,4,5,6,6,5,4,2,3,3,4,4,3,2,1,1,4,2, ,2,-9,3,60,0,0,0,40,1,1,3, , , ,2,11,2,5,6,5,60,30,1,1,3,4,1,3,4,5,4,3,3,2,5,5,5,6,4,6,6,3,4,4,4,4,5, , , , , , , , , ,3,4,2,4,3,3, , , , , , , , , , , , , , , , , , 
30312,1,201115,3,2,2,2,1,2, ,1,3,2,2,2, ,3,1,2, ,2,3,5,5,5,5,2,2,5,3,5,5,1,3,5,3,5,4,2,4,3,4,2,3,4,4,4,4,4,4,-7, , , , , , , , , , , , ,5,5,1,4,1,1,4,1,1,-9,-9,4,80,10,0,0,0,1,1,5,2,5,7,2,6,2,9,5,4,40,24,2,9,3,3,3,2,3,4,3,3,3,4,4,2,3,6,4,4,4,5,4,3,4,5,4,4,4,4,4,4,6,3,5,3, , , , , , ,1,4,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4
30375,2,201146,4,2,4,4,3, , ,2,1,2,2,2, ,2,2,1,2,2,1,3,7,7,7,1,6,6,2,7,7,1,3,7,6,6,4,4,5,4,2,5,7,7,4,1,7,4,1,2, , , , , , , , , , , , ,6,4,3,3,2,1,4,1,2,2,-9,4,10,80,60,1,90,1,-9,3,1,5,1,2,10,2,9,6,4,40,30,2,8,3,3,2,4,5,5,3,4,2,4,4,6,5,7,7,7,6,1,5,1,1,2,2, , , , , , , , , , , , , , , ,4,2,1,1,2,1,7,5,5,1,5,5,7,6,1,1,1,4
